year,state,state_po,state_fips,state_cen,state_ic,candidate,party,writein,candidatevotes,totalvotes
1996,Wyoming,WY,56,83,68,"Browne, Harry",libertarian,FALSE,1739,211571
1996,Wyoming,WY,56,83,68,"Hagelin, John",natural law,FALSE,582,211571
2000,Alabama,AL,1,63,41,"Bush, George W.",republican,FALSE,941173,1666272
2000,Alabama,AL,1,63,41,"Gore, Al",democrat,FALSE,692611,1666272
2000,Alabama,AL,1,63,41,,independent,FALSE,25896,1666272
2000,Alabama,AL,1,63,41,"Browne, Harry",libertarian,FALSE,5893,1666272
2000,Alabama,AL,1,63,41,,,TRUE,699,1666272
2000,Alaska,AK,2,94,81,"Bush, George W.",republican,FALSE,167398,285560
2000,Alaska,AK,2,94,81,"Gore, Al",democrat,FALSE,79004,285560
2000,Alaska,AK,2,94,81,"Nader, Ralph",green,FALSE,28747,285560
2000,Alaska,AK,2,94,81,"Buchanan, Patrick """"Pat""""",reform party,FALSE,5192,285560
2000,Alaska,AK,2,94,81,"Browne, Harry",libertarian,FALSE,2636,285560
2000,Alaska,AK,2,94,81,,,TRUE,1068,285560
2000,Alaska,AK,2,94,81,"Hagelin, John",natural law,FALSE,919,285560
2000,Alaska,AK,2,94,81,"Phillips, Howard",constitution party,FALSE,596,285560
2000,Arizona,AZ,4,86,61,"Bush, George W.",republican,FALSE,781652,1532016
2000,Arizona,AZ,4,86,61,"Gore, Al",democrat,FALSE,685341,1532016
2000,Arizona,AZ,4,86,61,"Nader, Ralph",green,FALSE,45645,1532016
2000,Arizona,AZ,4,86,61,"Buchanan, Patrick """"Pat""""",reform party,FALSE,12373,1532016
2000,Arizona,AZ,4,86,61,"L. Neil, Smith",libertarian,FALSE,5775,1532016
2000,Arizona,AZ,4,86,61,"Hagelin, John",natural law,FALSE,1120,1532016
2000,Arizona,AZ,4,86,61,,,TRUE,110,1532016
2000,Arkansas,AR,5,71,42,"Bush, George W.",republican,FALSE,472940,921781
2000,Arkansas,AR,5,71,42,"Gore, Al",democrat,FALSE,422768,921781
2000,Arkansas,AR,5,71,42,"Nader, Ralph",green,FALSE,13421,921781
2000,Arkansas,AR,5,71,42,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7358,921781
2000,Arkansas,AR,5,71,42,"Browne, Harry",libertarian,FALSE,2781,921781
2000,Arkansas,AR,5,71,42,"Phillips, Howard",constitution party,FALSE,1415,921781
2000,Arkansas,AR,5,71,42,"Hagelin, John",natural law,FALSE,1098,921781
2000,California,CA,6,93,71,"Gore, Al",democrat,FALSE,5861203,10965822
2000,California,CA,6,93,71,"Bush, George W.",republican,FALSE,4567429,10965822
2000,California,CA,6,93,71,"Nader, Ralph",green,FALSE,418707,10965822
2000,California,CA,6,93,71,"Browne, Harry",libertarian,FALSE,45520,10965822
2000,California,CA,6,93,71,"Buchanan, Patrick """"Pat""""",reform party,FALSE,44987,10965822
2000,California,CA,6,93,71,"Phillips, Howard",american independent party,FALSE,17042,10965822
2000,California,CA,6,93,71,"Hagelin, John",natural law,FALSE,10934,10965822
2000,Colorado,CO,8,84,62,"Bush, George W.",republican,FALSE,883748,1741368
2000,Colorado,CO,8,84,62,"Gore, Al",democrat,FALSE,738227,1741368
2000,Colorado,CO,8,84,62,"Nader, Ralph",green,FALSE,91434,1741368
2000,Colorado,CO,8,84,62,"Browne, Harry",libertarian,FALSE,12799,1741368
2000,Colorado,CO,8,84,62,"Hagelin, John",freedom,FALSE,10465,1741368
2000,Colorado,CO,8,84,62,"Hagelin, John",natural law,FALSE,2240,1741368
2000,Colorado,CO,8,84,62,"Phillips, Howard",constitution party,FALSE,1319,1741368
2000,Colorado,CO,8,84,62,"McReynolds, David",socialist,FALSE,712,1741368
2000,Colorado,CO,8,84,62,"Harris, James",socialist workers,FALSE,216,1741368
2000,Colorado,CO,8,84,62,"Dodge, Earl",prohibition,FALSE,208,1741368
2000,Connecticut,CT,9,16,1,"Gore, Al",democrat,FALSE,816015,1459525
2000,Connecticut,CT,9,16,1,"Bush, George W.",republican,FALSE,561094,1459525
2000,Connecticut,CT,9,16,1,"Nader, Ralph",green,FALSE,64452,1459525
2000,Connecticut,CT,9,16,1,"Phillips, Howard",concerned citizens,FALSE,9695,1459525
2000,Connecticut,CT,9,16,1,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4731,1459525
2000,Connecticut,CT,9,16,1,"Browne, Harry",libertarian,FALSE,3484,1459525
2000,Connecticut,CT,9,16,1,,,TRUE,54,1459525
2000,Delaware,DE,10,51,11,"Gore, Al",democrat,FALSE,180068,327529
2000,Delaware,DE,10,51,11,"Bush, George W.",republican,FALSE,137288,327529
2000,Delaware,DE,10,51,11,"Nader, Ralph",green,FALSE,8307,327529
2000,Delaware,DE,10,51,11,"Buchanan, Patrick """"Pat""""",reform party,FALSE,777,327529
2000,Delaware,DE,10,51,11,"Browne, Harry",libertarian,FALSE,774,327529
2000,Delaware,DE,10,51,11,"Phillips, Howard",constitution party,FALSE,208,327529
2000,Delaware,DE,10,51,11,"Hagelin, John",natural law,FALSE,107,327529
2000,District of Columbia,DC,11,53,55,"Gore, Al",democrat,FALSE,171923,201894
2000,District of Columbia,DC,11,53,55,"Bush, George W.",republican,FALSE,18073,201894
2000,District of Columbia,DC,11,53,55,"Nader, Ralph",green,FALSE,10576,201894
2000,District of Columbia,DC,11,53,55,"Browne, Harry",libertarian,FALSE,669,201894
2000,District of Columbia,DC,11,53,55,,,TRUE,539,201894
2000,District of Columbia,DC,11,53,55,"Harris, James",socialist workers,FALSE,114,201894
2000,Florida,FL,12,59,43,"Bush, George W.",republican,FALSE,2912790,5963110
2000,Florida,FL,12,59,43,"Gore, Al",democrat,FALSE,2912253,5963110
2000,Florida,FL,12,59,43,"Nader, Ralph",green,FALSE,97488,5963110
2000,Florida,FL,12,59,43,"Buchanan, Patrick """"Pat""""",reform party,FALSE,17484,5963110
2000,Florida,FL,12,59,43,"Browne, Harry",libertarian,FALSE,16415,5963110
2000,Florida,FL,12,59,43,"Hagelin, John",natural law,FALSE,2281,5963110
2000,Florida,FL,12,59,43,"Moorehead, Monica",workers world,FALSE,1804,5963110
2000,Florida,FL,12,59,43,"Phillips, Howard",constitution party,FALSE,1371,5963110
2000,Florida,FL,12,59,43,"McReynolds, David",socialist,FALSE,622,5963110
2000,Florida,FL,12,59,43,"Harris, James",socialist workers,FALSE,562,5963110
2000,Florida,FL,12,59,43,,,TRUE,40,5963110
2000,Georgia,GA,13,58,44,"Bush, George W.",republican,FALSE,1419720,2583208
2000,Georgia,GA,13,58,44,"Gore, Al",democrat,FALSE,1116230,2583208
2000,Georgia,GA,13,58,44,"Browne, Harry",libertarian,FALSE,36332,2583208
2000,Georgia,GA,13,58,44,"Buchanan, Patrick """"Pat""""",independent,FALSE,10926,2583208
2000,Hawaii,HI,15,95,82,"Gore, Al",democrat,FALSE,205286,367951
2000,Hawaii,HI,15,95,82,"Bush, George W.",republican,FALSE,137845,367951
2000,Hawaii,HI,15,95,82,"Nader, Ralph",green,FALSE,21623,367951
2000,Hawaii,HI,15,95,82,"Browne, Harry",libertarian,FALSE,1477,367951
2000,Hawaii,HI,15,95,82,"Buchanan, Patrick """"Pat""""",reform party,FALSE,1071,367951
2000,Hawaii,HI,15,95,82,"Phillips, Howard",constitution party,FALSE,343,367951
2000,Hawaii,HI,15,95,82,"Hagelin, John",natural law,FALSE,306,367951
2000,Idaho,ID,16,82,63,"Bush, George W.",republican,FALSE,336937,501615
2000,Idaho,ID,16,82,63,"Gore, Al",democrat,FALSE,138637,501615
2000,Idaho,ID,16,82,63,"Nader, Ralph",green,TRUE,12292,501615
2000,Idaho,ID,16,82,63,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7615,501615
2000,Idaho,ID,16,82,63,"Browne, Harry",libertarian,FALSE,3488,501615
2000,Idaho,ID,16,82,63,"Phillips, Howard",constitution party,FALSE,1469,501615
2000,Idaho,ID,16,82,63,"Hagelin, John",natural law,FALSE,1177,501615
2000,Illinois,IL,17,33,21,"Gore, Al",democrat,FALSE,2589026,4742108
2000,Illinois,IL,17,33,21,"Bush, George W.",republican,FALSE,2019421,4742108
2000,Illinois,IL,17,33,21,"Nader, Ralph",green,FALSE,103759,4742108
2000,Illinois,IL,17,33,21,,independent,FALSE,16106,4742108
2000,Illinois,IL,17,33,21,"Browne, Harry",libertarian,FALSE,11623,4742108
2000,Illinois,IL,17,33,21,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2127,4742108
2000,Illinois,IL,17,33,21,,,TRUE,46,4742108
2000,Indiana,IN,18,32,22,"Bush, George W.",republican,FALSE,1245836,2199302
2000,Indiana,IN,18,32,22,"Gore, Al",democrat,FALSE,901980,2199302
2000,Indiana,IN,18,32,22,,,TRUE,18997,2199302
2000,Indiana,IN,18,32,22,"Buchanan, Patrick """"Pat""""",independent,FALSE,16959,2199302
2000,Indiana,IN,18,32,22,"Browne, Harry",libertarian,FALSE,15530,2199302
2000,Iowa,IA,19,42,31,"Gore, Al",democrat,FALSE,638517,1353022
2000,Iowa,IA,19,42,31,"Bush, George W.",republican,FALSE,634373,1353022
2000,Iowa,IA,19,42,31,,independent,FALSE,37459,1353022
2000,Iowa,IA,19,42,31,"Nader, Ralph",green,FALSE,29374,1353022
2000,Iowa,IA,19,42,31,"Buchanan, Patrick """"Pat""""",reform party,FALSE,5731,1353022
2000,Iowa,IA,19,42,31,"Browne, Harry",libertarian,FALSE,3209,1353022
2000,Iowa,IA,19,42,31,"Hagelin, John",nominated by petition,FALSE,2281,1353022
2000,Iowa,IA,19,42,31,Scattering,,FALSE,1168,1353022
2000,Iowa,IA,19,42,31,"Phillips, Howard",constitution party,FALSE,613,1353022
2000,Iowa,IA,19,42,31,"Harris, James",socialist workers,FALSE,190,1353022
2000,Iowa,IA,19,42,31,"McReynolds, David",socialist,FALSE,107,1353022
2000,Kansas,KS,20,47,32,"Bush, George W.",republican,FALSE,622332,1072216
2000,Kansas,KS,20,47,32,"Gore, Al",democrat,FALSE,399276,1072216
2000,Kansas,KS,20,47,32,,independent,FALSE,37459,1072216
2000,Kansas,KS,20,47,32,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7370,1072216
2000,Kansas,KS,20,47,32,"Browne, Harry",libertarian,FALSE,4525,1072216
2000,Kansas,KS,20,47,32,"Phillips, Howard",constitution party,FALSE,1254,1072216
2000,Kentucky,KY,21,61,51,"Bush, George W.",republican,FALSE,872520,1544106
2000,Kentucky,KY,21,61,51,"Gore, Al",democrat,FALSE,638923,1544106
2000,Kentucky,KY,21,61,51,"Nader, Ralph",green,FALSE,23118,1544106
2000,Kentucky,KY,21,61,51,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4152,1544106
2000,Kentucky,KY,21,61,51,"Browne, Harry",libertarian,FALSE,2885,1544106
2000,Kentucky,KY,21,61,51,"Hagelin, John",natural law,FALSE,1513,1544106
2000,Kentucky,KY,21,61,51,,constitution party,FALSE,915,1544106
2000,Kentucky,KY,21,61,51,,,TRUE,80,1544106
2000,Louisiana,LA,22,72,45,"Bush, George W.",republican,FALSE,927871,1765656
2000,Louisiana,LA,22,72,45,"Gore, Al",democrat,FALSE,792344,1765656
2000,Louisiana,LA,22,72,45,"Nader, Ralph",green,FALSE,20473,1765656
2000,Louisiana,LA,22,72,45,"Buchanan, Patrick """"Pat""""",reform party,FALSE,14356,1765656
2000,Louisiana,LA,22,72,45,"Phillips, Howard",constitution party,FALSE,5483,1765656
2000,Louisiana,LA,22,72,45,"Browne, Harry",libertarian,FALSE,2951,1765656
2000,Louisiana,LA,22,72,45,"Harris, James",socialist workers,FALSE,1103,1765656
2000,Louisiana,LA,22,72,45,"Hagelin, John",natural law,FALSE,1075,1765656
2000,Maine,ME,23,11,2,"Gore, Al",democrat,FALSE,319951,651817
2000,Maine,ME,23,11,2,"Bush, George W.",republican,FALSE,286616,651817
2000,Maine,ME,23,11,2,"Nader, Ralph",green,FALSE,37127,651817
2000,Maine,ME,23,11,2,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4443,651817
2000,Maine,ME,23,11,2,"Browne, Harry",libertarian,FALSE,3074,651817
2000,Maine,ME,23,11,2,"Phillips, Howard",constitution party,FALSE,579,651817
2000,Maine,ME,23,11,2,Other,,FALSE,27,651817
2000,Maryland,MD,24,52,52,"Gore, Al",democrat,FALSE,1144008,2025212
2000,Maryland,MD,24,52,52,"Bush, George W.",republican,FALSE,813827,2025212
2000,Maryland,MD,24,52,52,"Nader, Ralph",green,FALSE,53768,2025212
2000,Maryland,MD,24,52,52,"Browne, Harry",libertarian,FALSE,5310,2025212
2000,Maryland,MD,24,52,52,"Buchanan, Patrick """"Pat""""",reform party,FALSE,4248,2025212
2000,Maryland,MD,24,52,52,,,TRUE,1656,2025212
2000,Maryland,MD,24,52,52,Other,,FALSE,1477,2025212
2000,Maryland,MD,24,52,52,"Phillips, Howard",constitution party,FALSE,918,2025212
2000,Massachusetts,MA,25,14,3,"Gore, Al",democrat,FALSE,1616487,2733964
2000,Massachusetts,MA,25,14,3,"Bush, George W.",republican,FALSE,878502,2733964
2000,Massachusetts,MA,25,14,3,"Nader, Ralph",green,FALSE,173564,2733964
2000,Massachusetts,MA,25,14,3,Blank Vote/Scattering,,FALSE,31022,2733964
2000,Massachusetts,MA,25,14,3,"Browne, Harry",libertarian,FALSE,16366,2733964
2000,Massachusetts,MA,25,14,3,"Buchanan, Patrick """"Pat""""",reform party,FALSE,11149,2733964
2000,Massachusetts,MA,25,14,3,Other,,FALSE,3990,2733964
2000,Massachusetts,MA,25,14,3,"Hagelin, John",unenrolled,FALSE,2884,2733964
2000,Michigan,MI,26,34,23,"Gore, Al",democrat,FALSE,2170418,4232501
2000,Michigan,MI,26,34,23,"Bush, George W.",republican,FALSE,1953139,4232501
2000,Michigan,MI,26,34,23,"Nader, Ralph",green,FALSE,84165,4232501
2000,Michigan,MI,26,34,23,"Browne, Harry",libertarian,FALSE,16711,4232501
2000,Michigan,MI,26,34,23,"Phillips, Howard",u.s. taxpayers party,FALSE,3791,4232501
2000,Michigan,MI,26,34,23,"Hagelin, John",natural law,FALSE,2426,4232501
2000,Michigan,MI,26,34,23,,,TRUE,1851,4232501
2000,Minnesota,MN,27,41,33,"Gore, Al",democratic-farmer-labor,FALSE,1168266,2438685
2000,Minnesota,MN,27,41,33,"Bush, George W.",republican,FALSE,1109659,2438685
2000,Minnesota,MN,27,41,33,"Nader, Ralph",green,FALSE,126696,2438685
2000,Minnesota,MN,27,41,33,"Buchanan, Patrick """"Pat""""",reform party minnesota,FALSE,22166,2438685
2000,Minnesota,MN,27,41,33,"Browne, Harry",libertarian,FALSE,5282,2438685
2000,Minnesota,MN,27,41,33,"Phillips, Howard",constitution party,FALSE,3272,2438685
2000,Minnesota,MN,27,41,33,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2294,2438685
2000,Minnesota,MN,27,41,33,"Harris, James",socialist workers,FALSE,1022,2438685
2000,Minnesota,MN,27,41,33,,,TRUE,28,2438685
2000,Mississippi,MS,28,64,46,"Bush, George W.",republican,FALSE,572844,994184
2000,Mississippi,MS,28,64,46,"Gore, Al",democrat,FALSE,404614,994184
2000,Mississippi,MS,28,64,46,,independent,FALSE,8735,994184
2000,Mississippi,MS,28,64,46,"Phillips, Howard",constitution party,FALSE,3267,994184
2000,Mississippi,MS,28,64,46,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2265,994184
2000,Mississippi,MS,28,64,46,"Browne, Harry",libertarian,FALSE,2009,994184
2000,Mississippi,MS,28,64,46,"Hagelin, John",natural law,FALSE,450,994184
2000,Missouri,MO,29,43,34,"Bush, George W.",republican,FALSE,1189924,2359892
2000,Missouri,MO,29,43,34,"Gore, Al",democrat,FALSE,1111138,2359892
2000,Missouri,MO,29,43,34,"Nader, Ralph",green,FALSE,38515,2359892
2000,Missouri,MO,29,43,34,"Buchanan, Patrick """"Pat""""",reform party,FALSE,9818,2359892
2000,Missouri,MO,29,43,34,"Browne, Harry",libertarian,FALSE,7436,2359892
2000,Missouri,MO,29,43,34,"Phillips, Howard",constitution party,FALSE,1957,2359892
2000,Missouri,MO,29,43,34,"Hagelin, John",natural law,FALSE,1104,2359892
2000,Montana,MT,30,81,64,"Bush, George W.",republican,FALSE,240178,410986
2000,Montana,MT,30,81,64,"Gore, Al",democrat,FALSE,137126,410986
2000,Montana,MT,30,81,64,"Nader, Ralph",green,FALSE,24437,410986
2000,Montana,MT,30,81,64,"Buchanan, Patrick """"Pat""""",reform party,FALSE,5697,410986
2000,Montana,MT,30,81,64,"Browne, Harry",libertarian,FALSE,1718,410986
2000,Montana,MT,30,81,64,"Phillips, Howard",constitution party,FALSE,1155,410986
2000,Montana,MT,30,81,64,"Hagelin, John",natural law,FALSE,675,410986
2000,Nebraska,NE,31,46,35,"Bush, George W.",republican,FALSE,433862,697019
2000,Nebraska,NE,31,46,35,"Gore, Al",democrat,FALSE,231780,697019
2000,Nebraska,NE,31,46,35,"Nader, Ralph",green,FALSE,24540,697019
2000,Nebraska,NE,31,46,35,,nominated by petition,FALSE,4114,697019
2000,Nebraska,NE,31,46,35,"Browne, Harry",libertarian,FALSE,2245,697019
2000,Nebraska,NE,31,46,35,,natural law,FALSE,478,967019
2000,Nevada,NV,32,88,65,"Bush, George W.",republican,FALSE,301575,609426
2000,Nevada,NV,32,88,65,"Gore, Al",democrat,FALSE,279978,609426
2000,Nevada,NV,32,88,65,"Nader, Ralph",green,FALSE,15008,609426
2000,Nevada,NV,32,88,65,"Buchanan, Patrick """"Pat""""",citizens first,FALSE,4747,609426
2000,Nevada,NV,32,88,65,None Of These Candidates,,FALSE,3315,609426
2000,Nevada,NV,32,88,65,"Browne, Harry",libertarian,FALSE,3311,609426
2000,Nevada,NV,32,88,65,"Phillips, Howard",independent american,FALSE,621,609426
2000,Nevada,NV,32,88,65,"Hagelin, John",natural law,FALSE,415,609426
2000,Nevada,NV,32,88,65,Blank Vote,,FALSE,282,609426
2000,Nevada,NV,32,88,65,Over Vote,,FALSE,174,609426
2000,New Hampshire,NH,33,12,4,"Bush, George W.",republican,FALSE,273559,569081
2000,New Hampshire,NH,33,12,4,"Gore, Al",democrat,FALSE,266348,569081
2000,New Hampshire,NH,33,12,4,"Nader, Ralph",green,FALSE,22198,569081
2000,New Hampshire,NH,33,12,4,"Browne, Harry",libertarian,FALSE,2757,569081
2000,New Hampshire,NH,33,12,4,"Buchanan, Patrick """"Pat""""",independence,FALSE,2615,569081
2000,New Hampshire,NH,33,12,4,,,TRUE,1276,569081
2000,New Hampshire,NH,33,12,4,,constitution party,FALSE,328,569081
2000,New Jersey,NJ,34,22,12,"Gore, Al",democrat,FALSE,1788850,3187226
2000,New Jersey,NJ,34,22,12,"Bush, George W.",republican,FALSE,1284173,3187226
2000,New Jersey,NJ,34,22,12,,independent,FALSE,114203,3187226
2000,New Mexico,NM,35,85,66,"Gore, Al",democrat,FALSE,286783,598605
2000,New Mexico,NM,35,85,66,"Bush, George W.",republican,FALSE,286417,598605
2000,New Mexico,NM,35,85,66,"Nader, Ralph",green,FALSE,21251,598605
2000,New Mexico,NM,35,85,66,"Browne, Harry",libertarian,FALSE,2058,598605
2000,New Mexico,NM,35,85,66,"Buchanan, Patrick """"Pat""""",reform party,FALSE,1392,598605
2000,New Mexico,NM,35,85,66,"Hagelin, John",natural law,FALSE,361,598605
2000,New Mexico,NM,35,85,66,"Phillips, Howard",constitution party,FALSE,343,598605
2000,New York,NY,36,21,13,"Gore, Al",democrat,FALSE,3942215,6960215
2000,New York,NY,36,21,13,"Bush, George W.",republican,FALSE,2258577,6960215
2000,New York,NY,36,21,13,"Nader, Ralph",green,FALSE,244030,6960215
2000,New York,NY,36,21,13,"Bush, George W.",conservative,FALSE,144797,6960215
2000,New York,NY,36,21,13,Blank Vote/Scattering,,FALSE,138216,6960215
2000,New York,NY,36,21,13,"Gore, Al",working families,FALSE,88395,6960215
2000,New York,NY,36,21,13,"Gore, Al",liberal party,FALSE,77087,6960215
2000,New York,NY,36,21,13,"Buchanan, Patrick """"Pat""""",right-to-life,FALSE,25175,6960215
2000,New York,NY,36,21,13,"Hagelin, John",independence,FALSE,24361,6960215
2000,New York,NY,36,21,13,"Browne, Harry",libertarian,FALSE,7649,6960215
2000,New York,NY,36,21,13,"Buchanan, Patrick """"Pat""""",reform party,FALSE,6424,6960215
2000,New York,NY,36,21,13,"Harris, James",socialist workers,FALSE,1789,6960215
2000,New York,NY,36,21,13,"Phillips, Howard",constitution party,FALSE,1498,6960215
2000,New York,NY,36,21,13,,socialist,TRUE,2,6960215
2000,North Carolina,NC,37,56,47,"Bush, George W.",republican,FALSE,1631163,2914990
2000,North Carolina,NC,37,56,47,"Gore, Al",democrat,FALSE,1257692,2914990
2000,North Carolina,NC,37,56,47,"Browne, Harry",libertarian,FALSE,13891,2914990
2000,North Carolina,NC,37,56,47,"Buchanan, Patrick """"Pat""""",reform party,FALSE,8874,2914990
2000,North Carolina,NC,37,56,47,Not Designated,socialist,FALSE,3370,2914990
2000,North Dakota,ND,38,44,36,"Bush, George W.",republican,FALSE,174852,288256
2000,North Dakota,ND,38,44,36,"Gore, Al",democrat,FALSE,95284,288256
2000,North Dakota,ND,38,44,36,,independent,FALSE,10459,288256
2000,North Dakota,ND,38,44,36,"Buchanan, Patrick """"Pat""""",reform party,FALSE,7288,288256
2000,North Dakota,ND,38,44,36,"Phillips, Howard",constitution party,FALSE,373,288256
2000,Ohio,OH,39,31,24,"Bush, George W.",republican,FALSE,2350363,4701998
2000,Ohio,OH,39,31,24,"Gore, Al",democrat,FALSE,2183628,4701998
2000,Ohio,OH,39,31,24,Not Designated,,FALSE,148353,4701998
2000,Ohio,OH,39,31,24,"Browne, Harry",libertarian,FALSE,13473,4701998
2000,Ohio,OH,39,31,24,"Hagelin, John",natural law,FALSE,6181,4701998
2000,Oklahoma,OK,40,73,53,"Bush, George W.",republican,FALSE,744337,1234229
2000,Oklahoma,OK,40,73,53,"Gore, Al",democrat,FALSE,474276,1234229
2000,Oklahoma,OK,40,73,53,"Buchanan, Patrick """"Pat""""",reform party,FALSE,9014,1234229
2000,Oklahoma,OK,40,73,53,"Browne, Harry",libertarian,FALSE,6602,1234229
2000,Oregon,OR,41,92,72,"Gore, Al",democrat,FALSE,720342,1533950
2000,Oregon,OR,41,92,72,"Bush, George W.",republican,FALSE,713577,1533950
2000,Oregon,OR,41,92,72,"Nader, Ralph",green,FALSE,77357,1533950
2000,Oregon,OR,41,92,72,"Browne, Harry",libertarian,FALSE,7447,1533950
2000,Oregon,OR,41,92,72,"Buchanan, Patrick """"Pat""""",independent,FALSE,7063,1533950
2000,Oregon,OR,41,92,72,Other,,FALSE,3401,1533950
2000,Oregon,OR,41,92,72,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2574,1533950
2000,Oregon,OR,41,92,72,"Phillips, Howard",constitution party,FALSE,2189,1533950
2000,Pennsylvania,PA,42,23,14,"Gore, Al",democrat,FALSE,2485967,4912185
2000,Pennsylvania,PA,42,23,14,"Bush, George W.",republican,FALSE,2281127,4912185
2000,Pennsylvania,PA,42,23,14,"Nader, Ralph",green,FALSE,103392,4912185
2000,Pennsylvania,PA,42,23,14,"Buchanan, Patrick """"Pat""""",reform party,FALSE,16023,4912185
2000,Pennsylvania,PA,42,23,14,"Phillips, Howard",constitution party,FALSE,14428,4912185
2000,Pennsylvania,PA,42,23,14,"Browne, Harry",libertarian,FALSE,11248,4912185
2000,Rhode Island,RI,44,15,5,"Gore, Al",democrat,FALSE,249508,409112
2000,Rhode Island,RI,44,15,5,"Bush, George W.",republican,FALSE,130555,409112
2000,Rhode Island,RI,44,15,5,"Nader, Ralph",green,FALSE,25052,409112
2000,Rhode Island,RI,44,15,5,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2273,409112
2000,Rhode Island,RI,44,15,5,"Browne, Harry",libertarian,FALSE,742,409112
2000,Rhode Island,RI,44,15,5,,,TRUE,329,409112
2000,Rhode Island,RI,44,15,5,"Hagelin, John",natural law,FALSE,271,409112
2000,Rhode Island,RI,44,15,5,"Moorehead, Monica",workers world,FALSE,199,409112
2000,Rhode Island,RI,44,15,5,"Phillips, Howard",constitution party,FALSE,97,409112
2000,Rhode Island,RI,44,15,5,,socialist,FALSE,52,409112
2000,Rhode Island,RI,44,15,5,,socialist workers,FALSE,34,409112
2000,South Carolina,SC,45,57,48,"Bush, George W.",republican,FALSE,786892,1383902
2000,South Carolina,SC,45,57,48,"Gore, Al",democrat,FALSE,566037,1383902
2000,South Carolina,SC,45,57,48,"Nader, Ralph",united citizens,FALSE,20279,1383902
2000,South Carolina,SC,45,57,48,"Browne, Harry",libertarian,FALSE,4760,1383902
2000,South Carolina,SC,45,57,48,"Buchanan, Patrick """"Pat""""",reform party,FALSE,3309,1383902
2000,South Carolina,SC,45,57,48,,constitution party,FALSE,1682,1383902
2000,South Carolina,SC,45,57,48,"Hagelin, John",natural law,FALSE,943,1383902
2000,South Dakota,SD,46,45,37,"Bush, George W.",republican,FALSE,190700,316269
2000,South Dakota,SD,46,45,37,"Gore, Al",democrat,FALSE,118804,316269
2000,South Dakota,SD,46,45,37,"Buchanan, Patrick """"Pat""""",reform party,FALSE,3322,316269
2000,South Dakota,SD,46,45,37,"Phillips, Howard",independent,FALSE,1781,316269
2000,South Dakota,SD,46,45,37,"Browne, Harry",libertarian,FALSE,1662,316269
2000,Tennessee,TN,47,62,54,"Bush, George W.",republican,FALSE,1061949,2076181
2000,Tennessee,TN,47,62,54,"Gore, Al",democrat,FALSE,981720,2076181
2000,Tennessee,TN,47,62,54,,independent,FALSE,32084,2076181
2000,Tennessee,TN,47,62,54,,,TRUE,428,2076181
2000,Texas,TX,48,74,49,"Bush, George W.",republican,FALSE,3799639,6407637
2000,Texas,TX,48,74,49,"Gore, Al",democrat,FALSE,2433746,6407637
2000,Texas,TX,48,74,49,"Nader, Ralph",green,FALSE,137994,6407637
2000,Texas,TX,48,74,49,"Browne, Harry",libertarian,FALSE,23160,6407637
2000,Texas,TX,48,74,49,,independent,FALSE,12394,6407637
2000,Texas,TX,48,74,49,,,TRUE,704,6407637
2000,Utah,UT,49,87,67,"Bush, George W.",republican,FALSE,515096,770754
2000,Utah,UT,49,87,67,"Gore, Al",democrat,FALSE,203053,770754
2000,Utah,UT,49,87,67,"Nader, Ralph",green,FALSE,35850,770754
2000,Utah,UT,49,87,67,"Buchanan, Patrick """"Pat""""",reform party,FALSE,9319,770754
2000,Utah,UT,49,87,67,"Browne, Harry",libertarian,FALSE,3616,770754
2000,Utah,UT,49,87,67,"Phillips, Howard",independent american,FALSE,2709,770754
2000,Utah,UT,49,87,67,"Hagelin, John",natural law,FALSE,763,770754
2000,Utah,UT,49,87,67,"Harris, James",socialist workers,FALSE,186,770754
2000,Utah,UT,49,87,67,,no party affiliation,FALSE,161,770754
2000,Utah,UT,49,87,67,,,TRUE,1,770754
2000,Vermont,VT,50,13,6,"Gore, Al",democrat,FALSE,149022,294308
2000,Vermont,VT,50,13,6,"Bush, George W.",republican,FALSE,119775,294308
2000,Vermont,VT,50,13,6,"Nader, Ralph",progressive/green,FALSE,20374,294308
2000,Vermont,VT,50,13,6,"Buchanan, Patrick """"Pat""""",reform party,FALSE,2192,294308
2000,Vermont,VT,50,13,6,"Dennis """"Denny"""", Lane",vermont grassroots,FALSE,1044,294308
2000,Vermont,VT,50,13,6,"Browne, Harry",libertarian,FALSE,784,294308
2000,Vermont,VT,50,13,6,,,TRUE,514,294308
2000,Vermont,VT,50,13,6,"Hagelin, John",natural law,FALSE,219,294308
2000,Vermont,VT,50,13,6,"McReynolds, David",liberty union party,FALSE,161,294308
2000,Vermont,VT,50,13,6,"Phillips, Howard",constitution party,FALSE,153,294308
